raw descriptor;occurences;level_3;level_2;level_1
abras;190;abrasive;high_tannin;tannin
acacia;130;acacia;flowery;flower
acacia_flower;77;acacia;flowery;flower
acacia_honey;68;honey;honey;caramel
accid_benedictin;930;acid;high_acid;acid
acid;37090;acid;high_acid;acid
acid_german;172;acid;high_acid;acid
ad_depth;53;depth;high_complexity;complexity
add_complex;406;complex;high_complexity;complexity
add_depth;237;depth;high_complexity;complexity
age;9332;wood_age;resinous;woody
age_lee;56;wood_age;resinous;woody
age_minimum;74;wood_age;resinous;woody
age_month;379;wood_age;resinous;woody
age_potenti;556;wood_age;resinous;woody
age_process;69;wood_age;resinous;woody
age_techniqu;62;wood_age;resinous;woody
age_worthi;174;wood_age;resinous;woody
ageworthi;268;wood_age;resinous;woody
aggress;592;aggressive;high_acid;acid
air;962;fresh;high_acid;acid
air_freshen;48;fresh;high_acid;acid
airi;91;airy;light_bodied;body
alcohol;1747;high_alcohol;high_alcohol;alcohol
alcohol_ferment;931;hot;high_alcohol;alcohol
alcohol_heat;80;hot;high_alcohol;alcohol
alcohol_level;103;hot;high_alcohol;alcohol
alcohol_minimum;62;low_alcohol;low_alcohol;alcohol
alcohol_warmth;46;warm;high_alcohol;alcohol
allow_age;150;wood_age;resinous;woody
allow_room;45;wood_age;resinous;woody
allspic;287;allspice;baking_spices;spice
almond;1106;almond;nutty;nutty
almond_past;65;almond;nutty;nutty
almost_syrupi;68;syrupy;caramel;caramel
alongsid_backbon;96;full_bodied;full_bodied;body
alongsid_polish;303;polished;low_tannin;tannin
alongsid_velveti;220;velvety;low_tannin;tannin
alpin_herb;142;alpine_herbs;fresh_herbs;vegetal
alpin_strawberri;47;strawberry;red_fruit;fruit
amaron;185;amarone;high_alcohol;alcohol
amaron_age;62;amarone;high_alcohol;alcohol
amaron_character;62;amarone;high_alcohol;alcohol
amaron_della;62;amarone;high_alcohol;alcohol
american;139;american_oak;resinous;woody
american_oak;248;american_oak;resinous;woody
ampl_weight;118;full_bodied;full_bodied;body
angular;306;angular;high_tannin;tannin
anis;1720;anise;baking_spices;spice
anise;51;anise;baking_spices;spice
anisett;104;anise;baking_spices;spice
anjou_pear;135;pear;tree_fruit;fruit
aperitif;45;fortified;high_alcohol;alcohol
appl;8754;apple;tree_fruit;fruit
appl_blossom;267;apple_blossom;flowery;flower
appl_cider;124;apple;tree_fruit;fruit
appl_pear;1418;tree_fruit;tree_fruit;fruit
appl_pie;161;apple_pie;biscuit;caramel
applesauc;63;apple_sauce;tree_fruit;fruit
appley;55;apple;tree_fruit;fruit
appli;119;apple;tree_fruit;fruit
apricot;2487;apricot;stone_fruit;fruit
apricot_peach;182;stone_fruit;stone_fruit;fruit
ash;155;ash;toasted;woody
asian_pear;280;pear;tree_fruit;fruit
asian_spice;236;asian_spice;baking_spices;spice
asparagus;207;asparagus;vegetable;vegetal
asphalt;415;asphalt;petroleum;earth_inorganic
assert;704;assertive;high_acid;acid
assert_close;49;closed;high_complexity;complexity
astring;1708;astringent;high_tannin;tannin
atlas_peak;44;peak;#N/A;#N/A
auster;925;austere;high_tannin;tannin
backbon;729;full_bodied;full_bodied;body
bacon;610;bacon;bacon;brettanomyces
bacon_fat;187;bacon;bacon;brettanomyces
bake;3485;baked;high_alcohol;alcohol
bake_appl;716;baked_apple;tree_fruit;fruit
bake_bread;145;baked_bread;yeasty;microbial
bake_spice;3474;baking_spices;baking_spices;spice
balanc;15846;elegant;light_bodied;body
balsam;560;balsamic;volatile_acidity;acid
balsam_note;673;balsamic;volatile_acidity;acid
balsam_vinegar;69;balsamic;volatile_acidity;acid
balsam_wood;89;wood;resinous;woody
banana;964;banana;tropical_fruit;fruit
barbecu;180;barbecue;meat;sulfides
bark;165;bark;resinous;woody
barnyard;377;barnyard;barnyard;brettanomyces
barrel;4229;oak;resinous;woody
barrel_ferment;638;oak;resinous;woody
barrel_influenc;186;oak;resinous;woody
barrel_select;141;oak;resinous;woody
barriqu;56;oak;resinous;woody
barroca;52;oak;resinous;woody
bartlett_pear;175;pear;tree_fruit;fruit
basil;58;basil;fresh_herbs;vegetal
basilicata_sicili;51;basil;fresh_herbs;vegetal
bay_leaf;389;bay_leaf;fresh_herbs;vegetal
becom_golden;45;gold;color;visual
beef;270;beef;meat;sulfides
beef_char;80;beef;meat;sulfides
beef_jerki;79;beef_jerky;meat;sulfides
beefi;228;beefy;high_tannin;tannin
beeswax;253;beeswax;honey;caramel
beet;208;beet;vegetable;vegetal
beet_juic;46;beet;vegetable;vegetal
beet_root;49;beetroot;vegetable;vegetal
beetroot;54;beetroot;vegetable;vegetal
bell_pepper;831;bell_pepper;vegetable;vegetal
benedict_pork;46;pork;meat;sulfides
bergamot;119;bergamot;citrus_fruit;fruit
berri;22350;berry;red_fruit;fruit
big_bold;310;bold;full_bodied;body
big_brawni;48;brawny;high_tannin;tannin
bigger;145;high_alcohol;high_alcohol;alcohol
bing_cherri;226;cherry;red_fruit;fruit
biscuit;59;cookie;biscuit;caramel
bit_flat;88;flat;low_acid;acid
bit_pale;212;bitter;high_tannin;tannin
bite;695;bite;high_acid;acid
bitter;2442;bitter;high_tannin;tannin
bitter_almond;426;bitter_almond;nutty;nutty
bitter_chocol;395;chocolate;chocolate;caramel
bittersweet;93;bittersweet;high_tannin;tannin
bittersweet_chocol;189;chocolate;chocolate;caramel
black;26076;black;dark_fruit;fruit
black_currant;3404;black_currant;dark_fruit;fruit
black_oliv;1017;olive;vegetable;vegetal
black_pepper;3047;black_pepper;pepper;spice
black_tea;1014;black_tea;dried_herbs;vegetal
blackberri;12578;blackberry;dark_fruit;fruit
blackberri_jam;643;blackberry_jam;dark_fruit;fruit
blackcurr;105;blackcurrant;dark_fruit;fruit
blacken;220;black;dark_fruit;fruit
blanc_picpoul;42;poultry;meat;sulfides
bland;312;bland;low_concentration;concentration
block_plant;45;plant;fresh_herbs;vegetal
blocki;298;chunky;full_bodied;body
blood_orang;146;blood_orange;citrus_fruit;fruit
blossom;1122;blossom;flowery;flower
blossomi;63;blossom;flowery;flower
blue;868;blue;color;visual
blue_flower;969;blue_flower;flowery;flower
blueberri;3269;berry;dark_fruit;fruit
blueberri_boysenberri;69;berry;dark_fruit;fruit
blueberri_jam;64;berry;dark_fruit;fruit
blueberri_pie;100;blueberry_pie;dark_fruit;fruit
bold;2858;bold;full_bodied;body
bolder;44;bold;full_bodied;body
bone_dri;316;bone_dry;dry;sweetness
bordeaux_grape;144;grapey;red_fruit;fruit
bosc_pear;121;pear;tree_fruit;fruit
botryti;280;botrytis;honey;caramel
bouquet;2394;flower;flowery;flower
bourbon;41;oak;resinous;woody
bourbon_barrel;82;oak;resinous;woody
box_spice;141;cake_spice;baking_spices;spice
boysenberri;1390;boysenberry;red_fruit;fruit
brambl;1535;bramble;dark_fruit;fruit
brandi_cherri;75;cherry;red_fruit;fruit
brawn;41;brawny;high_tannin;tannin
brawni;462;brawny;high_tannin;tannin
bread;76;bread;yeasty;microbial
bread_crust;115;bread_crust;yeasty;microbial
briar;52;briary;soil;earth_organic
briari;279;briary;soil;earth_organic
brick;138;brick;color;visual
bright;10462;bright;high_acid;acid
brighten;498;bright;high_acid;acid
brighter;138;bright;high_acid;acid
brilliant;156;brilliant;color_intensity;visual
brine;135;brine;salinity;salinity
brini;550;brine;salinity;salinity
brioch;225;brioche;yeasty;microbial
brisk;1466;brisk;high_acid;acid
brood;718;bread;yeasty;microbial
brood_excit;82;bread;yeasty;microbial
brown;168;brown;color;visual
brown_butter;73;brown_butter;caramel;caramel
brown_spice;186;brown_spice;baking_spices;spice
brown_sugar;677;brown_sugar;caramel;caramel
bruis_appl;62;apple;tree_fruit;fruit
bubbl;215;sparkling;sparkling;style
bubbl_gum;86;bubble_gum;tropical_fruit;fruit
bubblegum;115;bubblegum;tropical_fruit;fruit
built_age;90;wood_age;resinous;woody
bulki;226;bulky;high_tannin;tannin
bullish;84;bullish;full_bodied;body
buoy;259;buoyant;high_acid;acid
buoyant;235;buoyant;high_acid;acid
burn;263;burnt;toasted;woody
burnt;780;burnt;toasted;woody
burnt_coffe;62;coffee;toasted;woody
burnt_rubber;63;rubber;rubber;earth_inorganic
burnt_sugar;45;brown_sugar;caramel;caramel
burnt_toast;162;burnt_toast;toasted;woody
butter;1153;butter;lactic;microbial
butter_nut;68;butter_nut;nutty;nutty
butter_popcorn;115;butter_popcorn;caramel;caramel
butter_toast;256;buttery_toast;toasted;woody
buttercream;65;buttercream;caramel;caramel
buttercup;41;butter;lactic;microbial
butteri;1207;butter;lactic;microbial
butteri_consist;44;butter;lactic;microbial
butteri_profil;47;butter;lactic;microbial
butternut;47;butter_nut;nutty;nutty
butterscotch;673;butterscotch;caramel;caramel
cake;265;cake;biscuit;caramel
cake_spice;323;cake_spice;baking_spices;spice
california_rose;211;rose;flowery;flower
campania_basilicata;59;basil;fresh_herbs;vegetal
campfir;193;campfire;toasted;woody
camphor;203;camphor;oil;earth_inorganic
candi;3312;candy;tropical_fruit;fruit
candl_wax;62;candle_wax;oil;earth_inorganic
cantaloup;228;cataloupe;melon;fruit
caramel;2447;caramel;caramel;caramel
caramel_sugar;60;caramel;caramel;caramel
caramel_toffe;46;caramel;caramel;caramel
cardamom;567;cardamom;baking_spices;spice
carob;325;carob;chocolate;caramel
cashew;80;cashew;nutty;nutty
cassi;5746;cassis;dark_fruit;fruit
cedar;3329;cedar;resinous;woody
cedar_characterist;97;cedar;resinous;woody
cedar_cigar;166;cigar;toasted;woody
cedar_pencil;79;pencil_lead;graphite;earth_inorganic
cedari;203;cedar;resinous;woody
cedari_oak;64;oak;resinous;woody
celeri;203;celery;vegetable;vegetal
cement;89;cement;rocks;earth_inorganic
chalk;457;chalk;rocks;earth_inorganic
chalk_clay;59;chalk;rocks;earth_inorganic
chalk_soil;87;chalk;rocks;earth_inorganic
chalki;1481;chalk;rocks;earth_inorganic
chalki_soil;41;chalk;rocks;earth_inorganic
challeng;219;chalk;rocks;earth_inorganic
challeng_vintag;52;chalk;rocks;earth_inorganic
challeng_would;44;chalk;rocks;earth_inorganic
chamomil;202;chamomile;flowery;flower
champagn_prosecco;176;rose;flowery;flower
char_beef;95;roasted_meat;meat;sulfides
char_meat;87;grilled_meat;meat;sulfides
char_wood;164;charred_wood;toasted;woody
characterist_flint;109;flint;rocks;earth_inorganic
charcoal;231;charcoal;graphite;earth_inorganic
charcuteri;80;cured_meat;meat;sulfides
chard;352;chard;fresh_herbs;vegetal
chard_slight;47;chard;fresh_herbs;vegetal
chees;553;cheese;lactic;microbial
chees_cure;111;cheese;lactic;microbial
cheesi;157;cheese;lactic;microbial
cheesi_oak;52;cheese;lactic;microbial
chemic;145;chemical;petroleum;earth_inorganic
cherri;33509;cherry;red_fruit;fruit
cherri_cough;91;cherry;red_fruit;fruit
cherri_marin;127;cherry;red_fruit;fruit
chewi;2277;chewi;medium_tannin;tannin
chicken;96;chicken;meat;sulfides
chill;292;fresh;high_acid;acid
chip_slate;44;slate;rocks;earth_inorganic
chock_full;94;chocolate;chocolate;caramel
chocol;6238;chocolate;chocolate;caramel
chocol_cake;70;chocolate;chocolate;caramel
chocol_cover;165;chocolate;chocolate;caramel
chocolatey;96;chocolate;chocolate;caramel
chocolati;1219;chocolate;chocolate;caramel
chop_herb;391;herbs;fresh_herbs;vegetal
chop_mint;174;mint;fresh_herbs;vegetal
choppi;526;choppy;high_tannin;tannin
christma_spice;60;cake_spice;baking_spices;spice
chunki;1651;chunky;full_bodied;body
cider;74;cider;tree_fruit;fruit
cideri;53;cider;tree_fruit;fruit
cigar;173;cigar;toasted;woody
cigar_box;378;cigar;toasted;woody
cinnamon;3523;cinnamon;baking_spices;spice
cinnamon_clove;328;cinnamon;baking_spices;spice
cinnamon_nutmeg;82;baking_spices;baking_spices;spice
cinnamon_stick;65;cinnamon;baking_spices;spice
citric;578;citrus;citrus_fruit;fruit
citrus;10144;citrus;citrus_fruit;fruit
citrus_oil;48;citrus;citrus_fruit;fruit
citrus_peel;367;citrus_peel;citrus_fruit;fruit
citrus_pith;163;citrus_pith;citrus_fruit;fruit
citrus_rind;308;citrus_peel;citrus_fruit;fruit
citrus_vinegar;98;vinegar;volatile_acidity;acid
citrus_zest;412;citrus_peel;citrus_fruit;fruit
citrusi;1436;citrus;citrus_fruit;fruit
clampi;119;clampy;full_bodied;body
classi;296;classy;low_tannin;tannin
clay;181;clay;rocks;earth_inorganic
clay_fossil;109;clay;rocks;earth_inorganic
clay_gravel;75;gravel;rocks;earth_inorganic
clean;5528;clean;high_acid;acid
cleaner;44;clean;high_acid;acid
cleans;214;clean;high_acid;acid
clementin;52;orange;citrus_fruit;fruit
climat_soil;66;soil;soil;earth_organic
cloak;91;oak;resinous;woody
close;2257;closed;high_complexity;complexity
close_grain;518;grain;resinous;woody
closer;46;closed;high_complexity;complexity
closer_champagn;109;closed;high_complexity;complexity
cloud;81;yeast;yeast;microbial
cloudi;42;yeast;yeast;microbial
clove;4922;clove;baking_spices;spice
clove_nutmeg;79;nutmeg;baking_spices;spice
clover;65;clove;baking_spices;spice
cloy;287;cloying;very_sweet;sweetness
coars;85;coarse;high_tannin;tannin
coast_chard;47;chard;fresh_herbs;vegetal
cobbler;44;cookie;biscuit;caramel
cocoa;1385;cocoa;chocolate;caramel
cocoa_dust;46;cocoa;chocolate;caramel
cocoa_nib;50;cocoa;chocolate;caramel
cocoa_powder;198;cocoa;chocolate;caramel
coconut;1437;coconut;resinous;woody
coffe;4544;coffee;toasted;woody
coffe_bean;220;coffee;toasted;woody
coffe_grind;68;coffee;toasted;woody
coffe_ground;278;coffee;toasted;woody
coffe_liqueur;59;coffee;toasted;woody
cola;2743;cola;baking_spices;spice
cold;131;cool;#N/A;#N/A
combin_cooler;109;cool;high_acid;acid
compact;698;closed;high_tannin;tannin
complement;699;complex;high_complexity;complexity
complement_meal;211;complex;high_complexity;complexity
complement_medium;112;medium_bodied;medium_bodied;body
complementari;69;complex;high_complexity;complexity
complet;864;complex;high_complexity;complexity
complex;7684;complex;high_complexity;complexity
complic;116;complicated;high_complexity;complexity
complic_headi;211;high_alcohol;high_alcohol;alcohol
compost;329;compost;soil;earth_organic
compot;229;compote;red_fruit;fruit
concentr;10555;concentrated;high_concentration;concentration
concret;72;concrete;rocks;earth_inorganic
condens;135;dense;high_concentration;concentration
confect;165;candy;tropical_fruit;fruit
confectionari_note;122;candy;tropical_fruit;fruit
confer_pear;66;pear;tree_fruit;fruit
cook;517;cooked;dried_fruit;fruit
cook_spice;426;cooked_spice;baking_spices;spice
cooki;81;cookie;biscuit;caramel
cool;993;cool;high_acid;acid
cool_climat;521;cool;high_acid;acid
cool_site;46;cool;high_acid;acid
cool_vintag;223;cool;high_acid;acid
cooler;127;cool;high_acid;acid
cooler_climat;51;cool;high_acid;acid
cooler_region;53;cool;high_acid;acid
cooler_vintag;87;cool;high_acid;acid
core_dryness;41;dry;dry;sweetness
corn;145;corn;vegetable;vegetal
cost_prosecco;176;rose;flowery;flower
cotton_candi;126;cotton_candy;red_fruit;fruit
could_age;195;wood_age;resinous;woody
crack;63;cracker;biscuit;caramel
crack_black;70;pepper;pepper;spice
crack_pepper;268;pepper;pepper;spice
crack_peppercorn;41;crack_pepper;pepper;spice
cracker;132;cracker;biscuit;caramel
cranberri;4192;cranberry;red_fruit;fruit
cranberri_pomegran;189;cranberry_pomegranate;red_fruit;fruit
cranberri_rhubarb;67;vegetal;vegetable;vegetal
cream;708;cream;lactic;microbial
creami;5406;cream;lactic;microbial
crisp;10744;crisp;high_acid;acid
crisper;110;crisp;high_acid;acid
crispli;206;crisp;high_acid;acid
crispli_defin;78;crisp;high_acid;acid
crunchi;371;crunchy;high_acid;acid
crush_chalk;47;chalk;rocks;earth_inorganic
crush_gravel;75;gravel;rocks;earth_inorganic
crush_raspberri;592;raspberry;red_fruit;fruit
crush_rock;241;rocky;rocks;earth_inorganic
crush_slate;165;slate;rocks;earth_inorganic
crush_stone;393;rocks;rocks;earth_inorganic
crush_velvet;65;velvety;low_tannin;tannin
crush_violet;139;violet;flowery;flower
crystallin;81;minerality;rocks;earth_inorganic
cucumb;142;cucumber;vegetable;vegetal
culinari_spice;67;cooked_spice;baking_spices;spice
cure_meat;591;cured_meat;meat;sulfides
currant;1583;currant;dark_fruit;fruit
curri;61;curry;baking_spices;spice
curri_shrimp;55;curry;baking_spices;spice
custard;141;custard;caramel;caramel
cut;2245;cured_meat;meat;sulfides
cut_grass;326;cut_grass;fresh_herbs;vegetal
dainti;129;dainty;light_bodied;body
damp_earth;87;wet_earth;soil;earth_organic
dappl;51;apple;tree_fruit;fruit
dark;12982;dark;color;visual
dark_brood;162;bread;yeasty;microbial
dark_chocol;1497;dark_chocolate;chocolate;caramel
darken;61;dark;color;visual
darker;375;dark;color;visual
deep;2730;depth;high_complexity;complexity
deep_color;179;deep_color;color_intensity;visual
deep_gold;70;gold;color;visual
deepli_concentr;132;concentrated;high_concentration;concentration
delic;3278;delicate;medium_bodied;body
delicaci;156;delicate;medium_bodied;body
delici;4534;delicate;medium_bodied;body
delici_drinkabl;180;delicate;medium_bodied;body
dens;6274;dense;high_concentration;concentration
denser;43;dense;high_concentration;concentration
densiti;936;dense;high_concentration;concentration
depth;2578;depth;high_complexity;complexity
dessert;380;dessert;sweet;sweetness
dessert_like;57;dessert;sweet;sweetness
diesel;68;diesel;petroleum;earth_inorganic
differ_soil;107;soil;soil;earth_organic
dill;618;dill;fresh_herbs;vegetal
dilut;420;diluted;low_concentration;concentration
divers_soil;45;soil;soil;earth_organic
dollar_prosecco;176;rose;flowery;flower
dr_pepper;134;dr_pepper;baking_spices;spice
dri;23149;dry;dry;sweetness
dri_sparkl;177;sparkling;sparkling;style
drier;87;dry;dry;sweetness
dryness;366;dry;dry;sweetness
duero_dark;82;dark;color;visual
dull;350;dull;low_concentration;concentration
dust;929;dust;soil;earth_organic
dust_cinnamon;65;cinnamon;baking_spices;spice
dust_cocoa;108;cocoa;chocolate;caramel
dusti;2686;dust;soil;earth_organic
earl_grey;87;tea;dried_herbs;vegetal
earli_summer;111;easy;low_complexity;complexity
earth;3870;earth;soil;earth_organic
earth_stem;42;earth;soil;earth_organic
earthen;45;earth;soil;earth_organic
earthi;7243;earth;soil;earth_organic
earthi_compost;43;earth;soil;earth_organic
earthi_funk;54;earth;soil;earth_organic
earthier;93;earthy;soil;earth_organic
eas;185;easy;low_complexity;complexity
easi;2094;easy;low_complexity;complexity
easi_drink;1739;easy;low_complexity;complexity
easi_drinker;54;easy;low_complexity;complexity
easi_quaff;53;easy;low_complexity;complexity
easi_see;53;easy;low_complexity;complexity
easili;400;easy;low_complexity;complexity
easygo;999;easy;low_complexity;complexity
edg;3382;edgy;high_acid;acid
edgi;570;edgy;high_acid;acid
effervesc;59;effervescent;sparkling;style
elderberri;431;elderberry;dark_fruit;fruit
elderflow;93;elderflower;flowery;flower
eleg;7145;elegant;light_bodied;body
eleg_courtesi;73;elegant;light_bodied;body
eleg_margaux;55;elegant;light_bodied;body
energ_miner;81;minerality;rocks;earth_inorganic
enjoy_salt;110;salt;salinity;salinity
enjoy_salti;176;salt;salinity;salinity
entir_stainless;65;steel;metal;earth_inorganic
espresso;2798;coffee;toasted;woody
espresso_bean;117;espresso;toasted;woody
eucalyptus;784;eucalyptus;leaves;vegetal
evid_alcohol;68;high_alcohol;high_alcohol;alcohol
exot_spice;792;asian_spice;baking_spices;spice
expans;423;expansive;high_complexity;complexity
exuber;535;exuberant;high_acid;acid
fall_bit;54;bitter;high_tannin;tannin
fat;511;fat;high_concentration;concentration
fatti;43;fat;high_concentration;concentration
favorit_dessert;176;dessert;sweet;sweetness
favorit_goat;54;cheese;lactic;microbial
feather_light;45;light_bodied;light_bodied;body
feminin;92;feminine;light_bodied;body
fennel;635;fennel;vegetable;vegetal
feral;135;feral;animal;brettanomyces
ferment;958;;#N/A;#N/A
ferment_age;170;wood_age;resinous;woody
ferment_stainless;171;steel;metal;earth_inorganic
fig;1272;fig;dried_fruit;fruit
fine;4452;finessed;high_complexity;complexity
fine_effort;93;finessed;high_complexity;complexity
fine_exampl;101;finessed;high_complexity;complexity
fine_grain;1904;grain;resinous;woody
fine_line;58;finessed;high_complexity;complexity
fine_tune;71;finessed;high_complexity;complexity
fine_valu;72;finessed;high_complexity;complexity
finess;613;finessed;high_complexity;complexity
finest;150;finessed;high_complexity;complexity
finest_tradit;92;finessed;high_complexity;complexity
finish;47792;full_bodied;full_bodied;body
firm;10864;firm;high_tannin;tannin
fish;129;fish;salinity;salinity
fish_nice;44;fish;salinity;salinity
fish_shellfish;57;fish;salinity;salinity
fish_taco;64;fish;salinity;salinity
fizz;81;fizz;sparkling;style
flabbi;282;flabby;low_acid;acid
flagship_white;53;white;color;visual
flamboy;51;flamboyent;fruity;fruit
flashi;112;flashy;high_acid;acid
flat;888;flat;low_acid;acid
fleet_tannin;177;fleeting_tannin;low_tannin;tannin
flesh;728;fleshy;high_tannin;tannin
fleshi;1665;fleshy;high_tannin;tannin
flint;323;flint;rocks;earth_inorganic
flinti;285;flint;rocks;earth_inorganic
flinti_miner;102;minerality;rocks;earth_inorganic
floral;4321;flower;flowery;flower
floral_fragranc;49;flower;flowery;flower
floral_particular;52;flower;flowery;flower
flower;2256;flower;flowery;flower
flower_straw;44;strawberry;red_fruit;fruit
floweri;151;flower;flowery;flower
foam;61;foamy;sparkling;style
forest_floor;1201;forest_floor;undergrowth;earth_organic
foresti;205;forest_floor;undergrowth;earth_organic
fortifi;55;fortified;high_alcohol;alcohol
found_dryer;44;dry;dry;sweetness
foxi;173;foxy;animal;brettanomyces
french_oak;1099;french_oak;resinous;woody
french_sparkl;176;sparkling;sparkling;style
fresh;22027;fresh;high_acid;acid
fresh_caught;57;fresh;high_acid;acid
freshen;138;fresh;high_acid;acid
fresher;194;fresh;high_acid;acid
fresher_sharper;211;fresh;high_acid;acid
freshest;70;fresh;high_acid;acid
frothi;48;frothy;sparkling;style
fruit;70819;fruit;fruity;fruit
fruitcak;81;cake;biscuit;caramel
fruiti;9709;fruit;fruity;fruit
fruitier;88;fruity;fruity;fruit
fudg;249;fudge;caramel;caramel
full;9250;full_bodied;full_bodied;body
full_bodi;12020;full_bodied;full_bodied;body
fuller_bodi;85;full_bodied;full_bodied;body
fulli;807;full_bodied;full_bodied;body
fulli_develop;104;full_bodied;full_bodied;body
fulli_integr;104;full_bodied;full_bodied;body
fulli_matur;41;mature;full_bodied;body
fulli_ripen;48;ripe;fruity;fruit
funk;339;funky;barnyard;brettanomyces
funki;728;funky;barnyard;brettanomyces
gain_complex;64;complex;high_complexity;complexity
gala_appl;89;apple;tree_fruit;fruit
game;877;game;meat;sulfides
gami;478;game;meat;sulfides
garden_herb;90;herb;fresh_herbs;vegetal
general_speak;949;peak;#N/A;#N/A
get_sweeter;175;sweet;sweet;sweetness
ginger;525;ginger;baking_spices;spice
gingerbread;143;gingerbread;baking_spices;spice
given_close;62;closed;high_complexity;complexity
glera_prosecco;176;rose;flowery;flower
goat_chees;253;cheese;lactic;microbial
goe_easi;51;easy;low_complexity;complexity
gold;107;gold;color;visual
gold_color;201;gold;color;visual
gold_green;109;apple;tree_fruit;fruit
golden;134;gold;color;visual
golden_appl;125;apple;tree_fruit;fruit
golden_color;112;gold;color;visual
golden_delici;158;apple;tree_fruit;fruit
gooseberri;548;gooseberry;red_fruit;fruit
grabbi;933;grabby;high_tannin;tannin
graham_cracker;302;graham_cracker;biscuit;caramel
grain;208;grain;resinous;woody
grain_nobl;68;grain;resinous;woody
graini;349;grainy;high_tannin;tannin
graini_tannin;412;grainy;high_tannin;tannin
granit;206;granite;rocks;earth_inorganic
granit_soil;52;granite;rocks;earth_inorganic
grapefru;93;grapefruit;citrus_fruit;fruit
grapefruit;3564;grapefruit;citrus_fruit;fruit
grapefruit_gooseberri;141;grapefruit_peel;citrus_fruit;fruit
grapefruit_peel;95;grapefruit_peel;citrus_fruit;fruit
grapefruit_pith;172;grapefruit_pith;citrus_fruit;fruit
grapefruit_rind;57;grapefruit_peel;citrus_fruit;fruit
grapefruit_zest;87;grapefruit_peel;citrus_fruit;fruit
grapey;254;grapey;red_fruit;fruit
graphit;1669;graphite;graphite;earth_inorganic
grapi;391;grapey;red_fruit;fruit
gras;64;grass;fresh_herbs;vegetal
grasp;42;grass;fresh_herbs;vegetal
grass;663;grass;fresh_herbs;vegetal
grassi;1078;grass;fresh_herbs;vegetal
grave;43;gravel;rocks;earth_inorganic
grave_appel;50;apple;tree_fruit;fruit
grave_region;41;gravel;rocks;earth_inorganic
